PublicID,V3J_PublicID,V3J_Complete,V3J_Status,V3JVer,V3JDATE_INT,V3JA01a,V3JA01b,V3JA01c,V3JA01d,V3JA01e,V3JA01f,V3JA01g,V3JA01h,V3JA01i,V3JA01j,V3JA02a,V3JA02b,V3JA02c,V3JA02d,V3JA02e,V3JA02f,V3JA02g,V3JA02h,V3JA02i,V3JA02j
13037B,13037B,Complete,Passed,2,-79,3,3,3,2,2,2,2,4,3,3,1,2,2,1,2,1,3,3,1,2
13039U,13039U,Complete,Passed,2,-88,3,3,2,3,3,2,1,2,3,2,2,3,3,4,4,2,3,3,3,4
13040M,13040M,Complete,Passed,2,-77,3,2,3,2,2,2,2,4,4,1,3,1,1,4,4,1,2,2,2,1
13042I,13042I,Complete,Passed,2,-38,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,3,2,2,1,1
13043G,13043G,Complete,Passed,2,-100,4,2,3,2,3,2,4,2,3,2,2,1,2,2,2,2,1,2,1,2
13049R,13049R,Complete,Passed,2,-117,4,2,3,4,4,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1
13050J,13050J,Complete,Passed,2,-112,3,3,2,2,3,3,3,3,2,1,1,1,1,2,2,2,1,1,1,1
13056U,13056U,Complete,Passed,2,-86,3,3,3,3,3,4,1,2,3,3,1,1,1,2,2,2,2,3,2,1
13058Q,13058Q,Complete,Passed,2,-114,3,3,3,4,4,3,4,3,4,4,1,1,2,3,3,1,2,1,1,2
13061E,13061E,Complete,Passed,2,-113,4,4,4,4,4,2,4,4,4,2,1,1,1,1,1,1,1,3,1,1
13063A,13063A,Complete,Passed,2,-92,4,4,3,4,4,4,4,3,4,3,1,1,1,2,1,1,2,1,1,1
13067P,13067P,Complete,Passed,2,-91,4,3,3,2,2,2,3,2,3,1,2,1,2,1,1,1,1,1,1,2
13069L,13069L,Complete,Passed,2,-82,4,4,4,4,3,4,2,2,3,2,1,1,2,3,1,1,1,2,3,2
13070D,13070D,Complete,Passed,2,-85,3,2,2,3,3,3,3,3,4,2,2,2,2,3,3,2,3,2,2,3
13073U,13073U,Complete,Passed,2,-82,3,3,3,3,4,1,1,1,2,2,1,3,3,1,1,2,2,2,2,1
13075Q,13075Q,Complete,Passed,2,-87,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2,3,2,2,3
13079I,13079I,Complete,Passed,2,-82,4,2,4,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2
13084P,13084P,Complete,Passed,2,-108,4,3,3,3,3,2,4,3,3,2,2,2,2,2,2,3,3,3,2,2
13085N,13085N,Complete,Passed,2,-77,4,3,3,2,3,2,2,4,4,3,2,1,1,2,2,2,2,1,1,2
13086L,13086L,Complete,Passed,2,-125,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,1,2,2,1,2
13087J,13087J,Complete,Passed,2,-100,4,3,3,3,3,3,2,3,3,3,2,2,4,3,3,3,3,4,3,3
13093O,13093O,Complete,Passed,2,-81,4,4,4,2,3,3,4,3,3,2,2,1,2,2,2,1,3,1,2,1
13094M,13094M,Complete,Passed,2,-91,4,3,3,3,3,2,4,4,4,3,1,2,3,1,2,1,3,3,2,2
13097G,13097G,Complete,Passed,2,-80,4,4,4,4,3,4,4,4,4,2,2,4,1,2,4,2,3,3,2,4
13102Q,13102Q,Complete,Passed,2,-84,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13104M,13104M,Complete,Passed,2,-107,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,2
13105K,13105K,Complete,Passed,2,-101,4,3,2,3,3,2,4,2,4,3,2,3,3,4,4,3,2,3,4,4
13106I,13106I,Complete,Passed,2,-101,4,3,3,2,4,3,4,3,4,3,2,1,2,2,2,2,2,1,1,1
13109C,13109C,Complete,Passed,2,-77,4,4,3,3,4,2,1,2,4,3,2,3,2,1,1,2,2,2,1,1
13110R,13110R,Complete,Passed,2,-82,3,3,3,2,4,3,2,4,4,4,1,1,1,2,1,2,2,2,1,2
13111P,13111P,Complete,Passed,2,-76,3,4,3,4,4,4,4,4,4,4,2,2,1,2,2,1,1,1,2,2
13113L,13113L,Complete,Passed,2,-71,4,1,1,2,4,4,4,4,1,2,1,1,1,1,1,1,4,1,2,1
13114J,13114J,Complete,Passed,2,-86,3,2,3,2,3,3,3,3,3,2,1,2,1,2,2,2,3,1,1,1
13116F,13116F,Complete,Passed,2,-82,4,3,2,2,2,4,4,2,4,4,2,2,2,3,3,3,3,2,3,3
13118B,13118B,Complete,Passed,2,-77,4,3,3,1,3,3,1,3,2,1,1,1,3,3,3,3,3,3,3,3
13121M,13121M,Complete,Passed,2,-82,4,3,2,2,3,2,3,2,3,3,2,2,2,2,2,1,2,1,2,2
13122K,13122K,Complete,Passed,2,-80,3,3,2,3,3,3,3,2,4,3,1,1,3,1,1,2,2,1,1,1
13123I,13123I,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,2,1,1,1,2
13124G,13124G,Complete,Passed,2,-109,4,3,2,2,2,1,2,1,3,1,2,2,3,3,3,3,2,3,2,2
13128V,13128V,Complete,Passed,2,-88,4,4,1,4,1,4,4,4,1,4,1,1,4,1,1,1,1,1,1,1
13130L,13130L,Complete,Passed,2,-92,4,3,2,3,3,2,3,2,4,2,2,2,2,1,2,3,2,2,2,2
13135B,13135B,Complete,Passed,2,-79,4,4,4,4,4,4,4,4,4,4,1,2,2,3,2,1,2,1,1,2
13136W,13136W,Complete,Passed,2,-85,4,4,3,3,3,3,3,3,4,4,2,1,2,2,2,2,2,1,2,2
13139Q,13139Q,Complete,Passed,2,-109,4,4,1,4,4,4,4,2,3,3,2,1,1,1,2,1,1,2,2,1
13140I,13140I,Complete,Passed,2,-100,4,4,4,2,4,4,1,2,2,4,1,1,1,1,1,1,1,1,1,2
13141G,13141G,Complete,Passed,2,-82,3,4,2,3,3,2,2,3,3,3,1,1,1,2,2,2,2,1,1,1
13142E,13142E,Complete,Passed,2,-92,4,4,3,2,3,3,4,3,4,3,1,1,2,1,1,2,4,2,4,3
13144A,13144A,Complete,Passed,2,-87,4,4,4,4,4,3,4,4,4,4,3,1,1,1,1,1,2,1,1,1
13147R,13147R,Complete,Passed,2,-81,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2
13149N,13149N,Complete,Passed,2,-59,3,3,2,3,4,3,2,1,2,3,2,1,2,1,2,1,2,1,2,2
13151D,13151D,Complete,Passed,2,-90,4,2,3,4,4,3,3,4,4,1,1,1,1,1,2,1,1,1,1,1
13162V,13162V,Complete,Passed,2,-86,4,4,3,4,4,4,3,2,4,3,2,2,1,2,1,2,2,1,2,1
13163T,13163T,Complete,Passed,2,-78,4,4,1,3,2,2,2,3,4,2,2,2,3,2,2,1,2,2,1,2
13164R,13164R,Complete,Passed,2,-79,4,4,3,4,3,3,4,2,3,3,2,2,3,2,2,3,2,2,2,2
13167L,13167L,Complete,Passed,2,-70,4,2,3,3,3,2,3,2,3,3,2,1,2,1,1,1,2,2,1,1
13170W,13170W,Complete,Passed,2,-96,4,3,4,4,3,3,3,4,2,3,1,2,2,2,1,1,1,2,2,1
13171U,13171U,Complete,Passed,2,-90,3,3,2,2,3,2,1,2,1,3,1,2,2,3,3,4,2,3,2,2
13177I,13177I,Complete,Passed,2,-102,2,1,2,1,1,2,2,2,3,1,2,4,2,1,2,2,3,2,1,1
13178G,13178G,Complete,Passed,2,-82,4,2,3,3,3,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1
13189B,13189B,Complete,Passed,2,-68,3,3,2,3,3,2,2,3,2,2,2,1,3,2,2,2,2,2,2,1
13192M,13192M,Complete,Passed,2,-83,3,2,3,1,2,2,1,2,1,2,1,2,2,3,1,1,2,3,2,1
13193K,13193K,Complete,Passed,2,-51,4,3,2,2,2,2,2,2,3,1,2,1,2,2,2,2,4,3,2,3
13194I,13194I,Complete,Passed,2,-78,4,4,1,1,1,1,1,2,4,1,4,2,1,2,3,4,4,1,1,2
13195G,13195G,Complete,Passed,2,-111,4,3,2,3,4,3,2,3,4,4,2,1,2,2,2,2,2,1,2,1
13196E,13196E,Complete,Passed,2,-97,4,4,2,2,3,2,2,4,4,3,2,1,2,2,3,1,4,3,1,2
13198A,13198A,Complete,Passed,2,-97,3,3,4,3,3,1,1,2,3,2,3,2,4,4,4,4,4,3,1,2
13202M,13202M,Complete,Passed,2,-115,4,4,3,4,4,4,1,3,4,2,2,3,2,2,2,3,3,2,2,1
13206E,13206E,Complete,Passed,2,-77,4,3,3,3,4,4,3,2,3,3,2,2,2,2,2,3,2,2,4,1
13207C,13207C,Complete,Passed,2,-75,4,4,3,4,4,3,3,4,4,3,2,1,1,1,1,1,1,1,1,1
13208A,13208A,Complete,Passed,2,-99,4,2,4,3,2,3,4,4,2,2,2,1,2,1,1,1,2,1,2,2
13209V,13209V,Complete,Passed,2,-93,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,1,2,1,2,1
13211L,13211L,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13217W,13217W,Complete,Passed,2,-81,4,4,4,4,3,4,3,2,4,4,1,1,1,1,1,2,1,1,1,1
13224C,13224C,Complete,Passed,2,-85,3,4,1,4,3,2,2,3,3,3,2,3,1,2,3,1,2,2,1,2
13226V,13226V,Complete,Passed,2,-112,3,4,3,3,3,4,3,2,4,3,2,2,4,3,3,4,4,3,2,4
13227T,13227T,Complete,Passed,2,-96,3,4,4,4,4,4,4,4,4,3,3,1,2,2,2,4,3,2,3,1
13228R,13228R,Complete,Passed,2,-74,4,3,4,3,3,2,1,2,3,4,2,1,2,3,3,2,2,1,1,2
13229P,13229P,Complete,Passed,2,-74,4,4,4,4,4,4,4,4,4,4,2,1,3,1,2,1,1,1,1,1
13230H,13230H,Complete,Passed,2,-73,3,3,2,3,3,3,3,3,3,3,1,2,1,1,1,2,2,1,1,1
13232D,13232D,Complete,Passed,2,-105,4,4,4,4,4,4,3,3,4,4,1,2,1,3,3,3,4,1,2,1
13234W,13234W,Complete,Passed,2,-84,3,3,3,2,4,3,3,2,3,2,2,2,2,1,2,2,1,1,2,1
13235U,13235U,Complete,Passed,2,-88,4,4,4,3,4,4,4,4,4,4,2,1,2,1,2,2,2,2,2,1
13237Q,13237Q,Complete,Passed,2,-71,4,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,1
13238O,13238O,Complete,Passed,2,-95,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1
13241C,13241C,Complete,Passed,2,-106,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,4,1,1,1
13244T,13244T,Complete,Passed,2,-96,4,2,4,3,4,4,4,3,4,4,2,1,2,2,2,2,2,2,2,1
13247N,13247N,Complete,Passed,2,-78,3,2,3,4,3,3,2,3,3,2,2,1,1,1,1,2,1,1,1,1
13248L,13248L,Complete,Passed,2,-107,4,4,4,4,2,3,4,4,4,3,2,2,3,4,4,2,1,4,1,4
13249J,13249J,Complete,Passed,2,-79,3,3,2,2,3,2,1,2,3,3,1,2,2,3,3,2,2,3,2,3
13250B,13250B,Complete,Passed,2,-76,4,4,3,4,3,2,2,4,4,4,3,1,3,2,2,1,1,2,1,1
13252U,13252U,Complete,Passed,2,-72,4,4,3,2,1,4,2,2,4,4,2,3,1,2,1,4,4,4,4,4
13253S,13253S,Complete,Passed,2,-118,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,1,1,1,1,1
13256M,13256M,Complete,Passed,2,-84,4,4,3,3,4,4,4,4,4,3,1,2,3,1,1,1,2,3,1,1
13257K,13257K,Complete,Passed,2,-84,3,2,2,1,1,2,1,1,1,1,2,2,1,3,3,4,2,3,1,3
13258I,13258I,Complete,Passed,2,-77,4,3,3,2,4,1,3,2,4,1,3,2,2,1,1,2,3,3,1,2
13266J,13266J,Complete,Passed,2,-84,4,4,4,4,4,4,4,4,4,1,1,3,3,1,1,2,2,3,2,4
13269D,13269D,Complete,Passed,2,-92,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,2,2,2,1,2
13270S,13270S,Complete,Passed,2,-89,4,4,3,3,3,4,4,3,3,1,1,2,3,2,2,2,1,1,1,2
13273M,13273M,Complete,Passed,2,-89,4,4,2,4,4,3,4,4,4,3,1,1,1,2,1,2,1,1,1,1
13274K,13274K,Complete,Passed,2,-83,3,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1
13276G,13276G,Complete,Passed,2,-82,4,3,3,4,4,3,3,3,4,3,2,1,3,3,2,1,1,2,1,1
13277E,13277E,Complete,Passed,2,-91,4,3,3,3,3,2,2,2,2,1,3,2,1,2,2,1,2,2,2,3
13279A,13279A,Complete,Passed,2,-79,3,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,3,1,1
13282L,13282L,Complete,Passed,2,-83,4,4,3,4,4,4,4,4,4,4,1,1,2,2,2,2,2,1,1,1
13286D,13286D,Complete,Passed,2,-80,4,4,4,4,4,3,4,4,4,3,2,2,1,1,1,2,4,2,1,1
13288W,13288W,Complete,Passed,2,-81,4,1,2,3,3,4,4,1,4,1,2,1,2,4,4,3,3,2,2,4
13289U,13289U,Complete,Passed,2,-91,4,4,3,3,3,3,4,3,3,2,1,4,1,2,2,1,2,2,1,1
13292I,13292I,Complete,Passed,2,-81,4,4,3,3,4,4,4,3,4,4,2,1,2,1,2,2,4,2,2,1
13293G,13293G,Complete,Passed,2,-83,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13294E,13294E,Complete,Passed,2,-81,4,4,3,4,3,4,3,4,4,4,2,2,2,2,2,2,2,1,2,1
13299R,13299R,Complete,Passed,2,-71,3,3,3,4,3,3,3,3,4,3,2,1,3,1,1,2,3,3,3,1
13302I,13302I,Complete,Passed,2,-79,3,3,2,3,3,3,1,2,3,3,2,3,2,2,2,3,3,2,2,1
13303G,13303G,Complete,Passed,2,-110,3,3,2,3,4,3,1,2,3,3,2,1,2,2,2,1,1,2,2,2
13304E,13304E,Complete,Passed,2,-70,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,4,4,2,3,2
13305C,13305C,Complete,Passed,2,-92,4,4,4,4,4,4,4,3,4,4,2,1,2,2,2,2,1,1,1,1
13307V,13307V,Complete,Passed,2,-84,4,4,4,4,4,4,4,3,4,4,2,1,2,2,2,2,2,2,1,1
13308T,13308T,Complete,Passed,2,-72,3,3,3,3,3,2,2,3,3,3,1,1,1,1,1,2,2,1,1,1
13309R,13309R,Complete,Passed,2,-69,3,3,4,3,3,3,3,4,3,3,2,1,1,1,1,2,3,3,1,2
13312F,13312F,Complete,Passed,2,-109,4,2,3,3,3,2,3,2,3,2,2,1,3,2,1,1,2,2,1,2
13313D,13313D,Complete,Passed,2,-77,4,4,4,4,3,4,4,4,4,4,1,2,2,3,3,1,2,1,1,3
13314B,13314B,Complete,Passed,2,-92,4,4,2,4,4,4,4,4,4,4,2,2,2,1,1,1,2,1,1,1
13315W,13315W,Complete,Passed,2,-85,4,3,4,4,4,3,4,4,4,2,1,1,2,2,1,1,1,1,1,1
13322C,13322C,Complete,Passed,2,-90,3,1,3,2,3,1,1,3,2,2,3,1,1,1,2,2,2,2,1,2
13325T,13325T,Complete,Passed,2,-78,4,4,2,3,2,2,4,2,4,3,1,2,3,2,3,1,1,1,1,3
13326R,13326R,Complete,Passed,2,-83,3,3,3,4,3,3,3,2,3,3,2,2,2,2,2,3,3,3,2,2
13327P,13327P,Complete,Passed,2,-83,4,3,2,2,3,4,4,4,4,3,4,1,1,4,2,2,2,3,1,3
13328N,13328N,Complete,Passed,2,-93,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,3,2,2
13330D,13330D,Complete,Passed,2,-76,4,4,3,4,4,3,4,4,4,3,2,2,2,2,2,2,2,2,1,2
13331B,13331B,Complete,Passed,2,-98,3,4,4,3,4,4,1,4,3,4,2,1,1,2,1,1,2,2,1,1
13334S,13334S,Complete,Passed,2,-79,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
13335Q,13335Q,Complete,Passed,2,-68,3,3,3,2,2,2,2,3,4,3,1,2,2,1,1,2,1,2,2,2
13336O,13336O,Complete,Passed,2,-101,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,1,1,2,1,1
13338K,13338K,Complete,Passed,2,-69,4,3,2,3,3,2,2,2,4,3,2,2,2,2,2,1,3,2,2,2
13341V,13341V,Complete,Passed,2,-81,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13345N,13345N,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,2,1,2,1,1,1,1,1,2,1,2
13346L,13346L,Complete,Passed,2,-103,4,3,1,2,2,4,3,1,3,4,2,1,2,2,2,2,1,2,1,1
13349F,13349F,Complete,Passed,2,-106,4,4,3,4,4,4,4,4,4,4,1,1,2,2,2,1,2,1,1,2
13351S,13351S,Complete,Passed,2,-72,4,4,4,4,4,4,3,3,3,4,1,2,2,2,2,2,2,1,1,1
13354M,13354M,Complete,Passed,2,-86,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,2,2,2,1
13356I,13356I,Complete,Passed,2,-86,4,4,3,4,3,3,2,3,4,2,3,2,2,1,2,2,3,1,1,1
13358E,13358E,Complete,Passed,2,-86,2,2,3,2,3,2,3,2,3,2,2,3,3,3,3,3,2,2,3,2
13359C,13359C,Complete,Reviewed,2,-72,3,3,3,3,2,,1,1,1,1,1,2,2,1,1,1,1,2,1,1
13360R,13360R,Complete,Passed,2,-86,3,4,3,2,3,3,3,4,4,3,1,2,2,2,1,1,2,1,1,1
13361P,13361P,Complete,Passed,2,-81,4,2,1,1,4,1,4,1,2,2,1,1,1,2,1,2,2,2,2,2
13362N,13362N,Complete,Passed,2,-78,4,3,3,4,4,3,4,4,3,3,2,1,1,2,2,2,2,1,1,2
13364J,13364J,Complete,Passed,2,-86,3,1,1,3,2,3,1,3,3,1,2,1,2,1,1,1,1,1,1,1
13365H,13365H,Complete,Passed,2,-89,4,3,3,3,3,3,4,2,3,1,1,3,2,3,3,2,3,3,1,4
13366F,13366F,Complete,Passed,2,-81,3,2,1,2,2,2,1,2,2,2,4,1,2,3,3,2,3,3,3,2
13367D,13367D,Complete,Passed,2,-76,4,4,4,3,3,3,3,4,4,4,1,2,2,2,2,1,2,2,1,2
13369W,13369W,Complete,Passed,2,-120,2,3,2,1,2,3,1,1,2,2,1,2,2,2,1,1,2,2,1,2
13372K,13372K,Complete,Passed,2,-103,3,3,3,3,4,4,4,2,4,2,2,1,1,2,1,2,1,2,1,2
13375E,13375E,Complete,Passed,2,-98,3,2,3,2,2,2,2,2,3,2,2,2,4,3,4,4,4,3,3,4
13379T,13379T,Complete,Passed,2,-77,4,4,3,3,3,3,3,2,4,2,2,1,2,1,1,1,2,2,1,1
13383F,13383F,Complete,Passed,2,-87,4,3,2,3,4,4,2,3,2,2,2,2,2,1,2,3,2,1,2,2
13384D,13384D,Complete,Passed,2,-87,4,4,4,1,4,4,4,4,4,4,3,2,2,3,3,2,4,4,3,2
13386W,13386W,Complete,Passed,2,-92,4,3,3,2,4,1,4,4,4,3,1,1,2,1,1,1,2,1,1,1
13387U,13387U,Complete,Passed,2,-90,3,3,3,3,3,3,3,2,4,3,2,1,1,1,1,1,1,2,1,1
13388S,13388S,Complete,Passed,2,-80,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1
13389Q,13389Q,Complete,Passed,2,-74,4,4,4,3,4,3,3,3,4,2,1,1,2,1,1,1,1,2,2,2
13390I,13390I,Complete,Passed,2,-90,4,3,2,3,3,3,2,3,4,2,2,1,2,3,3,2,3,2,1,1
13394A,13394A,Complete,Passed,2,-80,4,2,4,3,2,3,2,1,2,1,3,3,2,2,1,1,4,1,1,3
13396T,13396T,Complete,Passed,2,-92,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
13397R,13397R,Complete,Passed,2,-97,4,3,4,2,3,2,4,2,3,3,2,1,2,2,2,2,2,2,2,2
13398P,13398P,Complete,Passed,2,-36,3,3,4,3,2,2,2,2,3,2,2,2,3,1,1,2,2,3,1,1
13403C,13403C,Complete,Passed,2,-92,4,4,2,2,2,4,1,3,3,3,2,1,2,4,4,3,4,2,1,3
13404A,13404A,Complete,Passed,2,-80,4,2,4,4,4,3,3,3,2,1,2,3,1,1,2,2,1,1,1,1
13405V,13405V,Complete,Passed,2,-101,4,4,3,3,4,3,3,4,4,3,2,2,2,2,2,2,1,2,1,1
13408P,13408P,Complete,Passed,2,-76,4,2,2,3,3,3,2,2,3,2,3,2,2,1,1,2,2,2,1,1
13411D,13411D,Complete,Passed,2,-81,4,4,4,4,3,3,2,3,4,2,2,1,1,1,1,2,1,1,2,2
13412B,13412B,Complete,Passed,2,-85,4,3,4,4,4,3,1,4,2,2,2,1,2,1,1,1,2,1,1,1
13413W,13413W,Complete,Passed,2,-85,4,3,3,4,3,3,2,3,3,2,1,3,1,1,2,2,2,2,2,2
13414U,13414U,Complete,Passed,2,-91,4,3,3,3,3,3,4,2,4,1,2,2,2,2,2,2,2,2,3,2
13418M,13418M,Complete,Passed,2,-108,4,4,4,4,4,4,3,4,4,4,2,2,1,2,1,1,1,2,1,1
13419K,13419K,Complete,Passed,2,-79,3,3,3,2,3,3,3,3,3,3,2,1,1,2,2,1,1,1,1,1
13422V,13422V,Complete,Passed,2,-86,4,4,4,3,4,3,3,4,4,3,1,3,3,2,3,2,3,2,2,3
13426N,13426N,Complete,Passed,2,-83,4,2,2,2,2,2,2,2,3,2,1,1,1,2,3,2,3,1,1,2
13427L,13427L,Complete,Passed,2,-98,4,4,3,3,3,3,4,4,4,4,3,2,2,1,1,2,1,3,1,1
13430W,13430W,Complete,Passed,2,-83,4,2,3,3,2,3,2,2,3,2,3,2,3,3,3,3,3,4,3,2
13431U,13431U,Complete,Passed,2,-80,4,4,2,4,3,2,1,2,3,3,2,1,1,2,1,1,2,3,2,2
13433Q,13433Q,Complete,Passed,2,-122,2,2,4,4,4,4,4,4,3,4,1,1,2,1,2,1,1,1,2,1
13439E,13439E,Complete,Passed,2,-79,4,4,4,2,4,3,4,2,4,2,2,1,2,1,1,1,1,2,1,2
13443N,13443N,Complete,Passed,2,-110,3,2,2,3,3,2,3,2,3,2,1,1,1,2,2,2,1,1,2,1
13448D,13448D,Complete,Passed,2,-77,4,3,2,3,4,3,3,2,2,2,1,2,2,2,2,1,1,1,1,1
13450Q,13450Q,Complete,Passed,2,-82,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,2,3,3,3,2
13454I,13454I,Complete,Passed,2,-72,4,3,3,3,4,3,4,4,4,4,2,1,2,1,2,2,1,2,2,1
13458A,13458A,Complete,Passed,2,-86,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13459V,13459V,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,4,3,2,3,2,2,1,3,3,2,2
13460N,13460N,Complete,Passed,2,-85,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1
13461L,13461L,Complete,Passed,2,-81,3,3,3,3,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1
13466B,13466B,Complete,Passed,2,-89,4,4,4,4,4,3,3,4,4,4,2,2,1,2,1,1,1,1,1,1
13467W,13467W,Complete,Passed,2,-85,4,4,4,4,4,4,4,4,4,4,2,1,2,1,2,1,1,1,1,1
13472G,13472G,Complete,Passed,2,-111,4,3,3,2,3,3,2,3,2,2,1,2,1,2,2,1,2,2,1,1
13473E,13473E,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,2,1,2,1,1,1,3,2,1,1
13474C,13474C,Complete,Passed,2,-78,3,3,3,3,3,2,1,1,3,3,1,3,1,2,2,2,2,2,1,2
13478R,13478R,Complete,Passed,2,-76,4,4,3,4,2,2,2,2,2,2,3,2,2,2,1,3,3,1,3,1
13479P,13479P,Complete,Passed,2,-95,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1
13480H,13480H,Complete,Passed,2,-105,4,3,3,3,4,4,3,3,3,2,1,2,1,1,2,1,2,2,1,1
13481F,13481F,Complete,Passed,2,-84,4,1,2,2,3,3,3,1,4,3,2,1,1,3,2,1,2,3,1,2
13482D,13482D,Complete,Passed,2,-84,4,4,3,3,2,3,3,2,4,3,2,1,2,2,2,2,4,1,2,1
13483B,13483B,Complete,Passed,2,-85,3,3,1,3,3,4,3,3,3,2,2,2,1,3,3,2,3,2,1,2
13484W,13484W,Complete,Passed,2,-67,3,3,3,3,3,2,3,2,3,1,2,1,2,2,2,2,2,2,1,1
13485U,13485U,Complete,Passed,2,-109,4,2,3,4,4,3,4,4,4,2,1,1,1,1,1,1,2,1,1,2
13486S,13486S,Complete,Passed,2,-90,4,4,3,3,3,3,3,3,4,3,1,1,2,1,1,2,2,2,1,1
13487Q,13487Q,Complete,Passed,2,-88,4,4,4,3,4,1,3,4,4,2,3,3,2,1,1,2,2,3,1,1
13488O,13488O,Complete,Passed,2,-105,4,4,4,1,3,1,1,1,4,1,4,1,4,4,4,4,4,1,1,4
13491C,13491C,Complete,Passed,2,-112,4,4,4,4,4,4,4,4,4,4,1,2,3,1,1,2,1,1,1,1
13493V,13493V,Complete,Passed,2,-100,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1
13494T,13494T,Complete,Passed,2,-77,4,3,3,3,4,3,3,3,3,3,2,2,1,2,2,2,2,1,1,1
13495R,13495R,Complete,Passed,2,-80,4,2,3,1,3,1,4,2,3,2,2,1,2,1,1,2,1,2,1,2
13496P,13496P,Complete,Passed,2,-92,4,4,2,2,3,4,4,4,4,2,2,1,2,2,1,1,1,2,1,2
13497N,13497N,Complete,Passed,2,-78,4,3,4,4,4,3,2,4,4,4,2,2,2,1,1,2,2,1,1,1
13498L,13498L,Complete,Passed,2,-73,4,4,2,3,4,2,2,2,4,3,2,3,2,4,4,2,2,3,1,3
13499J,13499J,Complete,Passed,2,-90,4,3,3,2,2,3,4,4,4,3,1,2,2,2,2,2,3,2,2,2
13503V,13503V,Complete,Passed,2,-80,4,3,4,2,2,3,2,2,2,3,2,1,2,3,3,4,4,3,2,4
13505R,13505R,Complete,Passed,2,-94,4,4,4,4,4,4,4,4,4,4,2,3,3,1,1,1,1,2,1,1
13506P,13506P,Complete,Passed,2,-79,4,3,4,3,3,3,4,3,4,3,1,1,1,1,1,1,1,1,1,1
13507N,13507N,Complete,Passed,2,-71,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,2,1,1,1
13509J,13509J,Complete,Passed,2,-91,4,1,2,1,3,1,2,4,4,2,2,1,2,2,2,1,2,2,2,2
13510B,13510B,Complete,Passed,2,-75,4,2,1,3,3,4,2,3,4,4,1,1,1,2,2,1,2,2,1,1
13512U,13512U,Complete,Passed,2,-76,4,4,2,3,3,3,3,2,4,2,2,2,2,2,2,2,2,2,1,1
13514Q,13514Q,Complete,Passed,2,-75,4,3,4,4,3,2,2,3,4,3,2,1,1,2,2,1,1,2,2,1
13515O,13515O,Complete,Passed,2,-82,4,4,4,4,4,2,2,3,4,2,2,2,2,1,1,2,2,1,1,1
13516M,13516M,Complete,Passed,2,-76,4,3,3,3,3,2,2,3,4,2,2,3,3,1,2,2,1,3,2,1
13517K,13517K,Complete,Passed,2,-90,4,4,3,3,3,3,3,3,3,3,2,1,1,2,1,1,1,1,1,1
13519G,13519G,Complete,Passed,2,-117,4,3,4,3,2,2,1,3,4,1,1,1,1,1,1,2,2,1,1,2
13522R,13522R,Complete,Passed,2,-89,4,4,4,4,4,4,1,3,4,4,1,1,1,1,2,1,2,1,1,1
