PublicID,V1G_PublicID,V1G_Complete,V1G_Status,V1GVer,V1GDATE_INT,V1GA01,V1GA02,V1GA03,V1GA04,V1GA05,V1GA06,V1GA07,V1GA08,V1GA09,V1GA10,V1GA11,V1GA12
03423C,03423C,Complete,Passed,2,-193,7,7,4,5,7,6,4,4,5,7,4,7
03424A,03424A,Complete,Passed,2,-131,7,7,7,6,7,6,6,7,7,7,7,7
03430F,03430F,Complete,Passed,2,-217,7,6,7,6,7,7,7,7,7,7,6,7
03431D,03431D,Complete,Passed,2,-181,7,7,7,7,7,7,7,7,7,7,7,7
03432B,03432B,Complete,Passed,2,-150,7,7,7,7,7,7,7,7,7,7,7,7
03433W,03433W,Complete,Passed,2,-185,6,7,7,7,7,6,6,6,6,6,6,6
03434U,03434U,Complete,Passed,2,-191,6,6,5,5,6,5,5,4,5,6,5,5
03436Q,03436Q,Complete,Passed,2,-199,6,6,6,6,6,6,1,6,6,6,6,6
03439K,03439K,Complete,Passed,2,-188,6,6,6,7,6,4,4,6,4,7,7,5
03440C,03440C,Complete,Passed,2,-207,7,7,7,7,7,7,6,7,7,7,7,7
03441A,03441A,Complete,Passed,2,-169,6,6,6,6,5,6,6,5,6,6,5,6
03443T,03443T,Complete,Passed,2,-195,7,7,7,6,6,6,6,7,5,7,6,5
03444R,03444R,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
03445P,03445P,Complete,Passed,2,-215,7,7,7,7,7,7,7,7,6,7,7,7
03446N,03446N,Complete,Passed,2,-174,6,7,5,6,7,4,4,6,4,7,5,4
03447L,03447L,Complete,Passed,2,-132,6,6,7,7,7,5,5,7,6,7,7,5
03450W,03450W,Complete,Passed,2,-130,5,5,5,5,5,4,4,5,4,5,5,4
03451U,03451U,Complete,Passed,2,-185,6,6,7,7,6,4,6,7,7,7,7,7
03453Q,03453Q,Complete,Passed,2,-214,7,7,7,7,7,6,6,7,7,7,7,6
03454O,03454O,Complete,Passed,2,-190,6,6,7,7,7,5,4,6,4,7,7,5
03455M,03455M,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
03462P,03462P,Complete,Passed,2,-172,7,7,7,7,7,7,7,7,7,7,7,7
03464L,03464L,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
03466H,03466H,Complete,Passed,2,-198,6,3,6,4,3,4,4,3,3,4,4,3
03468D,03468D,Complete,Passed,2,-166,7,7,7,7,7,6,6,6,6,7,6,6
03470Q,03470Q,Complete,Passed,2,-165,7,7,7,7,7,7,7,7,7,7,7,7
03471O,03471O,Complete,Passed,2,-184,7,7,7,7,7,6,6,6,6,7,7,6
03472M,03472M,Complete,Passed,2,-214,7,7,7,7,7,7,7,7,7,7,7,7
03473K,03473K,Complete,Passed,2,-196,7,7,7,7,7,4,7,6,6,7,7,4
03474I,03474I,Complete,Passed,2,-136,7,7,4,4,7,5,5,4,5,7,4,5
03479V,03479V,Complete,Passed,2,-206,7,7,6,6,6,6,6,7,6,6,6,6
03481L,03481L,Complete,Passed,2,-190,7,7,7,7,7,6,7,7,7,7,7,7
03486B,03486B,Complete,Passed,2,-154,4,6,4,4,4,3,3,4,3,5,4,3
03488U,03488U,Complete,Passed,2,-219,7,7,6,7,7,6,7,7,7,7,7,7
03489S,03489S,Complete,Passed,2,-197,3,5,4,2,6,5,4,2,5,5,4,4
03491I,03491I,Complete,Passed,2,-181,6,6,6,5,6,4,3,5,4,7,7,3
03494C,03494C,Complete,Passed,2,-187,6,7,4,4,7,5,4,4,5,7,5,6
03495A,03495A,Complete,Passed,2,-199,7,7,7,7,7,7,7,5,7,7,7,7
03499P,03499P,Complete,Passed,2,-166,7,7,7,7,7,7,7,7,7,7,7,7
03500K,03500K,Complete,Passed,2,-203,7,7,7,7,7,6,6,5,6,7,6,5
03501I,03501I,Complete,Passed,2,-187,2,4,6,5,4,6,6,5,6,5,6,7
03502G,03502G,Complete,Passed,2,-164,7,7,6,6,7,7,7,5,6,7,5,6
03503E,03503E,Complete,Passed,2,-191,6,6,6,6,6,6,6,6,6,6,6,6
03504C,03504C,Complete,Passed,2,-184,5,7,7,7,7,4,3,5,4,7,4,3
03507T,03507T,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
03509P,03509P,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03510H,03510H,Complete,Passed,2,-179,6,7,6,6,7,6,5,6,7,7,5,7
03511F,03511F,Complete,Passed,2,-179,4,5,6,6,6,6,6,6,6,6,6,6
03513B,03513B,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
03514W,03514W,Complete,Passed,2,-203,7,7,7,7,6,5,5,7,7,7,6,7
03515U,03515U,Complete,Passed,2,-183,6,6,6,6,6,6,6,7,7,6,7,7
03517Q,03517Q,Complete,Passed,2,-149,7,7,7,4,7,7,7,4,7,7,4,7
03518O,03518O,Complete,Passed,2,-185,7,7,7,7,7,4,4,7,4,7,7,4
03519M,03519M,Complete,Passed,2,-191,6,7,7,7,7,7,7,7,7,7,7,7
03520E,03520E,Complete,Passed,2,-218,7,7,7,7,7,5,4,7,5,7,7,5
03521C,03521C,Complete,Passed,2,-161,7,7,7,7,7,7,7,7,7,7,7,7
03522A,03522A,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
03524T,03524T,Complete,Passed,2,-183,6,7,7,6,7,7,7,5,6,7,4,6
03525R,03525R,Complete,Passed,2,-191,7,7,7,7,7,6,6,7,6,7,6,6
03526P,03526P,Complete,Passed,2,-191,7,7,7,7,7,5,5,7,5,7,7,5
03529J,03529J,Complete,Passed,2,-207,7,7,7,7,7,6,6,7,6,7,7,6
03530B,03530B,Complete,Passed,2,-191,7,7,7,7,7,6,6,7,7,7,7,7
03531W,03531W,Complete,Passed,2,-220,7,7,6,6,7,6,6,6,6,7,6,6
03539G,03539G,Complete,Passed,2,-147,7,7,7,7,7,7,7,7,7,7,7,7
03541T,03541T,Complete,Passed,2,-207,6,7,7,7,7,4,4,7,5,7,7,4
03542R,03542R,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03543P,03543P,Complete,Passed,2,-187,4,4,4,4,4,4,3,3,4,3,3,3
03544N,03544N,Complete,Passed,2,-205,7,7,5,5,7,7,7,4,7,7,5,7
03545L,03545L,Complete,Passed,2,-66,7,7,7,7,7,7,7,7,7,7,7,7
03546J,03546J,Complete,Passed,2,-189,7,7,7,7,7,6,6,7,6,7,7,6
03548F,03548F,Complete,Passed,2,-73,7,7,7,7,7,6,6,7,7,7,7,6
03549D,03549D,Complete,Passed,2,-192,6,6,6,6,6,6,6,6,6,6,6,6
03552O,03552O,Complete,Passed,2,-184,7,7,7,7,7,6,6,7,7,7,7,7
03553M,03553M,Complete,Passed,2,-198,6,6,6,6,6,6,6,6,6,6,6,6
03557E,03557E,Complete,Passed,2,-186,7,7,6,5,7,5,5,3,5,7,4,5
03559A,03559A,Complete,Passed,2,-214,7,7,7,5,7,7,6,5,7,7,5,7
03560P,03560P,Complete,Passed,2,-189,7,7,5,5,7,6,5,5,5,7,5,5
03561N,03561N,Complete,Passed,2,-195,7,7,4,5,7,4,6,6,6,7,2,6
03562L,03562L,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
03563J,03563J,Complete,Passed,2,-201,7,7,7,7,7,7,7,7,7,7,7,6
03564H,03564H,Complete,Passed,2,-186,1,4,2,3,3,3,1,1,4,4,3,2
03569U,03569U,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
03573G,03573G,Complete,Passed,2,-141,7,7,7,7,7,7,7,6,7,7,7,7
03575C,03575C,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
03576A,03576A,Complete,Passed,2,-190,5,7,6,7,7,7,7,7,7,7,7,7
03578T,03578T,Complete,Passed,2,-229,7,7,6,6,7,6,6,6,7,7,6,6
03581H,03581H,Complete,Passed,2,-216,7,7,7,7,7,6,6,7,6,7,7,6
03586U,03586U,Complete,Passed,2,-170,7,7,6,6,7,5,5,5,6,7,5,5
03588Q,03588Q,Complete,Passed,2,-186,7,7,7,7,7,7,7,6,7,7,7,7
03591E,03591E,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
03592C,03592C,Complete,Passed,2,-180,7,7,2,3,7,1,5,5,5,7,1,4
03603A,03603A,Complete,Passed,2,-129,6,6,7,7,7,6,6,7,6,7,7,6
03605T,03605T,Complete,Passed,2,-202,7,7,5,7,7,6,6,7,7,7,6,7
03608N,03608N,Complete,Passed,2,-236,7,7,7,6,7,7,6,7,6,7,7,6
03609L,03609L,Complete,Passed,2,-194,7,7,7,7,7,6,6,6,6,7,7,6
03610D,03610D,Complete,Passed,2,-205,7,6,5,5,7,4,4,3,5,7,5,6
03616O,03616O,Complete,Passed,2,-182,6,6,6,6,6,6,6,6,6,6,6,6
03618K,03618K,Complete,Passed,2,-202,7,7,7,7,7,7,7,7,7,7,7,7
03620A,03620A,Complete,Passed,2,-203,6,6,6,6,6,6,6,6,6,6,6,6
03621V,03621V,Complete,Passed,2,-157,7,7,7,7,7,4,4,7,5,7,7,5
03626L,03626L,Complete,Passed,2,-184,7,7,6,6,7,6,6,7,6,7,6,6
03627J,03627J,Complete,Passed,2,-207,6,6,6,6,6,6,6,6,6,6,6,6
03630U,03630U,Complete,Passed,2,-183,7,7,5,4,7,7,7,3,7,7,3,7
03634M,03634M,Complete,Passed,2,-152,7,7,6,6,7,4,4,4,2,7,6,2
03637G,03637G,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
03641P,03641P,Complete,Passed,2,-185,6,6,5,5,6,5,5,6,5,6,6,6
03642N,03642N,Complete,Passed,2,-159,5,4,4,4,4,3,3,4,3,4,4,3
03643L,03643L,Complete,Passed,2,-155,7,7,7,7,7,7,7,7,7,7,5,7
03644J,03644J,Complete,Passed,2,-209,7,7,7,7,4,4,7,4,7,7,7,4
03646F,03646F,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
03648B,03648B,Complete,Passed,2,-195,7,6,7,4,5,4,6,6,6,7,6,4
03649W,03649W,Complete,Passed,2,-201,4,6,7,7,7,4,3,7,7,7,7,7
03650O,03650O,Complete,Passed,2,-194,6,5,3,1,4,3,2,2,2,3,2,2
03651M,03651M,Complete,Passed,2,-191,7,7,6,6,7,7,6,5,6,7,6,7
03654G,03654G,Complete,Passed,2,-164,4,4,4,2,1,1,3,2,1,1,1,1
03655E,03655E,Complete,Passed,2,-194,6,6,6,5,6,6,7,5,7,7,5,7
03656C,03656C,Complete,Passed,2,-200,6,5,3,4,2,3,3,4,1,6,4,4
03658V,03658V,Complete,Passed,2,-177,7,7,7,7,7,7,7,7,7,7,7,7
03659T,03659T,Complete,Passed,2,-189,4,5,7,7,4,7,7,7,7,4,7,7
03660L,03660L,Complete,Passed,2,-156,7,7,7,7,7,7,7,7,7,7,7,7
03661J,03661J,Complete,Passed,2,-164,7,7,6,6,7,5,5,6,6,7,6,6
03665B,03665B,Complete,Passed,2,-153,2,6,7,6,2,4,5,7,6,6,6,5
03666W,03666W,Complete,Passed,2,-156,7,7,7,5,7,7,5,7,7,7,7,7
03669Q,03669Q,Complete,Passed,2,-172,7,7,6,7,7,6,7,7,7,7,7,7
03671G,03671G,Complete,Passed,2,-234,6,6,6,6,6,5,3,5,5,6,4,3
03674A,03674A,Complete,Passed,2,-190,1,1,1,1,1,1,1,1,1,1,1,1
03679N,03679N,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
03682B,03682B,Complete,Passed,2,-134,7,7,7,7,7,7,7,7,7,7,7,7
03684U,03684U,Complete,Passed,2,-165,7,7,7,7,7,7,7,7,7,7,7,7
03686Q,03686Q,Complete,Passed,2,-197,7,7,7,7,7,7,7,7,7,7,7,7
03688M,03688M,Complete,Passed,2,-204,6,6,6,5,6,6,6,4,6,6,4,6
03693T,03693T,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
03695P,03695P,Complete,Passed,2,-216,3,3,7,7,3,4,3,5,3,4,5,3
03700C,03700C,Complete,Passed,2,-186,7,7,5,5,7,5,5,7,7,7,5,7
03701A,03701A,Complete,Passed,2,-161,7,7,6,6,7,6,7,5,7,7,6,6
03702V,03702V,Complete,Passed,2,-179,7,7,7,7,7,7,7,7,7,7,7,7
03703T,03703T,Complete,Passed,2,-146,7,7,7,7,7,7,7,7,7,7,7,7
03704R,03704R,Complete,Passed,2,-183,7,7,5,5,7,6,6,3,6,7,4,6
03713Q,03713Q,Complete,Passed,2,-181,7,7,7,7,7,7,7,7,7,7,6,7
03714O,03714O,Complete,Passed,2,-215,7,7,7,7,7,7,7,7,7,7,7,7
03715M,03715M,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
03716K,03716K,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
03717I,03717I,Complete,Passed,2,-186,7,7,7,7,7,5,4,7,5,7,7,5
03721R,03721R,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03723N,03723N,Complete,Passed,2,-192,1,1,1,1,1,5,6,6,6,1,7,7
03730Q,03730Q,Complete,Passed,2,-158,7,7,7,7,7,7,7,7,7,7,7,7
03731O,03731O,Complete,Passed,2,-155,5,6,7,6,6,5,5,6,5,7,7,5
03732M,03732M,Complete,Passed,2,-197,7,7,6,6,7,6,6,6,6,7,6,6
03738A,03738A,Complete,Passed,2,-184,6,6,6,6,7,6,6,5,6,7,6,6
03739V,03739V,Complete,Passed,2,-204,7,7,7,7,7,7,7,7,7,7,6,7
03740N,03740N,Complete,Passed,2,-192,6,6,6,6,6,6,6,6,7,7,6,7
03744F,03744F,Complete,Passed,2,-192,2,1,2,2,1,2,2,2,2,1,2,2
03745D,03745D,Complete,Passed,2,-190,7,7,7,7,7,6,7,7,7,7,7,7
03746B,03746B,Complete,Passed,2,-188,7,7,7,7,7,6,6,7,6,7,7,6
03747W,03747W,Complete,Passed,2,-211,7,7,7,7,7,7,6,7,6,7,7,6
03749S,03749S,Complete,Passed,2,-204,5,5,6,5,5,4,3,5,4,4,5,5
03750K,03750K,Complete,Passed,2,-133,7,7,7,7,7,6,6,7,7,7,7,7
03752G,03752G,Complete,Passed,2,-199,7,7,7,7,7,7,7,7,7,7,7,7
03754C,03754C,Complete,Passed,2,-191,5,5,6,6,6,4,4,5,5,6,6,4
03759P,03759P,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
03760H,03760H,Complete,Passed,2,-216,7,6,7,7,7,5,4,6,4,7,6,3
03761F,03761F,Complete,Passed,2,-193,7,7,7,7,7,6,5,5,6,7,7,6
03762D,03762D,Complete,Reviewed,2,-194,,,,,,,,,,,,
03763B,03763B,Complete,Passed,2,-204,6,7,7,6,7,5,5,5,6,7,7,5
03764W,03764W,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03766S,03766S,Complete,Passed,2,-198,7,7,7,7,7,7,7,7,7,7,7,7
03771C,03771C,Complete,Passed,2,-185,7,7,7,7,7,7,6,6,6,7,6,6
03772A,03772A,Complete,Passed,2,-157,1,1,1,1,1,1,1,1,1,1,1,1
03775R,03775R,Complete,Passed,2,-205,6,6,7,7,6,7,7,6,6,6,7,6
03778L,03778L,Complete,Passed,2,-197,7,7,7,7,7,6,6,7,6,7,7,7
03779J,03779J,Complete,Passed,2,-202,1,1,2,2,1,1,1,2,1,1,2,1
03784Q,03784Q,Complete,Passed,2,-223,6,6,5,6,6,5,5,6,5,6,5,5
03786M,03786M,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
03787K,03787K,Complete,Passed,2,-186,6,7,7,7,7,6,6,7,7,7,6,7
03788I,03788I,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
03789G,03789G,Complete,Passed,2,-195,5,6,6,6,5,6,6,4,5,6,6,6
03793P,03793P,Complete,Passed,2,-157,7,7,7,7,7,6,6,7,6,7,7,5
03799D,03799D,Complete,Passed,2,-185,1,1,1,1,1,1,1,1,1,1,1,1
03800V,03800V,Complete,Passed,2,-203,7,6,5,4,5,6,6,4,7,5,6,6
03804N,03804N,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
03805L,03805L,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03806J,03806J,Complete,Passed,2,-173,7,7,7,7,7,7,7,7,7,7,7,7
03810S,03810S,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03818C,03818C,Complete,Passed,2,-150,7,7,7,7,7,7,7,6,7,7,7,7
03819A,03819A,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
03820P,03820P,Complete,Passed,2,-186,6,6,7,6,7,5,4,6,5,7,7,5
03822L,03822L,Complete,Passed,2,-194,6,7,7,6,7,5,5,6,6,7,6,6
03823J,03823J,Complete,Passed,2,-202,7,7,7,7,7,7,7,7,7,7,7,7
03827B,03827B,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
03832I,03832I,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
03833G,03833G,Complete,Passed,2,-194,7,7,7,6,7,5,6,5,6,7,6,5
03837V,03837V,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
03840J,03840J,Complete,Passed,2,-186,6,6,5,5,6,4,4,5,6,5,5,4
03843D,03843D,Complete,Passed,2,-186,6,1,7,7,2,6,6,6,6,7,6,7
03844B,03844B,Complete,Passed,2,-185,7,7,7,7,7,3,3,7,3,7,7,3
03846U,03846U,Complete,Passed,2,-199,7,7,7,7,7,7,5,6,6,7,7,7
03849O,03849O,Complete,Passed,2,-188,7,7,7,7,7,7,4,7,4,7,7,6
03850G,03850G,Complete,Passed,2,-210,7,7,7,7,7,6,6,7,6,7,7,6
03852C,03852C,Complete,Passed,2,-142,5,5,5,5,4,4,4,5,4,6,5,4
03854V,03854V,Complete,Passed,2,-197,7,7,4,5,7,5,5,5,5,7,5,5
03855T,03855T,Complete,Passed,2,-195,7,7,7,7,7,6,6,7,7,7,7,7
03857P,03857P,Complete,Passed,2,-187,7,7,7,7,7,6,6,7,7,7,7,6
03862W,03862W,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03864S,03864S,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
03865Q,03865Q,Complete,Passed,2,-176,7,7,7,7,7,5,5,7,5,7,7,5
03866O,03866O,Complete,Passed,2,-152,5,7,7,7,7,6,6,7,7,7,7,7
03867M,03867M,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
03870A,03870A,Complete,Passed,2,-201,7,7,7,7,7,7,7,7,7,7,7,7
03871V,03871V,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03872T,03872T,Complete,Passed,2,-187,6,6,2,2,6,6,6,2,6,6,2,6
03873R,03873R,Complete,Passed,2,-182,7,7,7,7,7,6,6,7,7,6,6,6
03874P,03874P,Complete,Passed,2,-188,7,7,6,6,7,6,6,7,7,7,6,6
03878H,03878H,Complete,Passed,2,-188,6,7,7,7,7,6,5,7,5,7,6,5
03879F,03879F,Complete,Passed,2,-183,7,7,7,7,6,6,6,6,6,6,6,6
03885K,03885K,Complete,Passed,2,-178,7,7,7,7,7,6,6,7,6,7,7,6
03890R,03890R,Complete,Passed,2,-193,3,3,4,4,4,4,4,4,4,4,4,4
03892N,03892N,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
03893L,03893L,Complete,Passed,2,-191,6,6,7,7,7,6,6,7,6,7,7,6
03894J,03894J,Complete,Passed,2,-221,7,7,7,7,7,7,7,7,7,7,7,7
03895H,03895H,Complete,Passed,2,-183,7,7,6,6,7,6,6,4,6,7,6,6
03897D,03897D,Complete,Passed,2,-186,7,6,5,5,6,6,5,6,6,6,5,6
03898B,03898B,Complete,Passed,2,-190,6,6,6,6,6,6,6,6,6,6,6,6
03901P,03901P,Complete,Passed,2,-189,7,7,7,7,7,3,3,7,3,7,7,3
03902N,03902N,Complete,Passed,2,-155,7,7,7,7,7,3,4,7,6,7,7,6
03906F,03906F,Complete,Passed,2,-176,6,6,7,6,6,6,6,6,6,6,6,6
03907D,03907D,Complete,Passed,2,-143,7,7,7,7,7,7,7,7,7,7,7,7
03909W,03909W,Complete,Passed,2,-137,7,7,7,7,7,7,6,7,7,7,7,6
03910O,03910O,Complete,Passed,2,-157,7,7,6,7,7,4,6,6,5,7,7,5
03911M,03911M,Complete,Passed,2,-183,7,7,6,5,7,7,7,3,7,6,6,7
03913I,03913I,Complete,Passed,2,-200,6,6,6,6,6,5,5,6,3,6,6,5
03914G,03914G,Complete,Passed,2,-200,7,7,7,7,7,7,7,7,7,7,7,7
03916C,03916C,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
03918V,03918V,Complete,Passed,2,-188,4,5,7,7,4,4,3,7,3,4,7,3
03921J,03921J,Complete,Passed,2,-187,1,1,1,1,1,2,1,1,1,1,1,1
03922H,03922H,Complete,Passed,2,-187,6,7,7,7,7,5,5,7,6,7,7,5
03923F,03923F,Complete,Passed,2,-209,7,7,6,6,7,6,6,7,6,7,7,7
03925B,03925B,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
03926W,03926W,Complete,Passed,2,-188,7,7,7,7,7,5,5,7,5,6,4,5
03927U,03927U,Complete,Passed,2,-131,7,7,6,6,7,6,6,6,6,7,6,6
03929Q,03929Q,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03930I,03930I,Complete,Passed,2,-135,7,7,6,7,7,7,7,6,7,7,7,6
03931G,03931G,Complete,Passed,2,-169,7,7,7,7,7,6,6,7,6,7,7,7
03933C,03933C,Complete,Passed,2,-183,4,5,6,6,5,5,4,6,5,5,6,5
03935V,03935V,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
03936T,03936T,Complete,Passed,2,-189,7,7,7,7,7,6,6,7,6,7,7,6
03939N,03939N,Complete,Passed,2,-187,4,4,7,6,3,5,4,7,4,3,6,4
03940F,03940F,Complete,Passed,2,-203,7,7,7,7,7,6,6,7,6,7,7,6
03942B,03942B,Complete,Passed,2,-192,6,6,6,6,7,6,6,6,6,7,6,6
03943W,03943W,Complete,Passed,2,-184,7,7,7,7,5,5,5,7,6,7,7,6
03952V,03952V,Complete,Passed,2,-220,7,7,7,7,7,7,7,7,7,7,7,7
03954R,03954R,Complete,Passed,2,-192,6,7,7,6,6,5,6,5,7,7,6,6
03956N,03956N,Complete,Passed,2,-198,7,7,7,7,7,7,7,7,7,7,7,7
03958J,03958J,Complete,Passed,2,-179,7,7,7,7,7,7,7,7,7,7,7,7
03959H,03959H,Complete,Passed,2,-184,7,5,7,6,6,4,4,6,6,7,7,5
03960W,03960W,Complete,Passed,2,-197,7,7,7,7,7,6,6,7,6,7,7,6
03961U,03961U,Complete,Passed,2,-174,7,7,7,7,7,6,6,7,6,7,6,6
03963Q,03963Q,Complete,Passed,2,-141,7,7,7,7,7,6,6,7,6,7,7,7
03965M,03965M,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03967I,03967I,Complete,Passed,2,-159,7,7,7,7,7,5,5,7,5,7,7,5
03968G,03968G,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03970T,03970T,Complete,Passed,2,-207,7,7,7,7,7,7,7,7,7,7,7,7
03971R,03971R,Complete,Passed,2,-213,4,4,4,4,4,4,4,4,7,4,4,7
03973N,03973N,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
03974L,03974L,Complete,Passed,2,-186,1,1,2,2,1,2,2,2,2,1,1,2
03978D,03978D,Complete,Passed,2,-188,7,7,7,6,7,7,7,7,7,7,7,6
03980Q,03980Q,Complete,Passed,2,-183,7,7,7,7,7,6,7,7,7,7,7,7
03982M,03982M,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
03985G,03985G,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
03986E,03986E,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
03987C,03987C,Complete,Passed,2,-198,7,7,7,7,7,7,7,7,7,7,7,7
03988A,03988A,Complete,Passed,2,-190,7,7,7,7,7,6,6,7,6,7,7,6
03989V,03989V,Complete,Passed,2,-194,7,7,7,7,7,7,7,4,7,7,7,7
03993H,03993H,Complete,Passed,2,-183,1,1,3,1,1,3,2,3,3,7,3,3
03994F,03994F,Complete,Passed,2,-170,7,7,5,5,7,5,6,6,6,7,5,5
03995D,03995D,Complete,Passed,2,-512,7,7,7,7,7,7,7,7,7,7,7,7
03999S,03999S,Complete,Passed,2,-190,7,7,6,7,7,7,7,6,7,7,7,7
04001A,04001A,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
04002V,04002V,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
04004R,04004R,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
04005P,04005P,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
04014O,04014O,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
04015M,04015M,Complete,Passed,2,-187,6,6,6,6,7,6,6,5,6,7,6,6
04018G,04018G,Complete,Passed,2,-183,7,7,7,7,7,6,5,7,7,7,7,5
04019E,04019E,Complete,Passed,2,-200,7,7,6,6,7,5,5,6,5,6,6,5
04020T,04020T,Complete,Passed,2,-191,7,7,4,4,7,3,3,5,7,7,4,6
04023N,04023N,Complete,Passed,2,-213,2,4,3,3,2,4,3,2,4,2,2,4
04025J,04025J,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
04028D,04028D,Complete,Passed,2,-216,7,7,5,5,5,4,4,3,5,7,7,5
04029B,04029B,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
04030Q,04030Q,Complete,Passed,2,-203,7,7,7,7,7,7,7,6,7,7,7,7
04032M,04032M,Complete,Passed,2,-180,7,7,7,7,7,7,7,7,7,7,7,7
04034I,04034I,Complete,Passed,2,-183,6,6,5,5,5,4,4,4,4,5,4,4
04038A,04038A,Complete,Passed,2,-170,7,7,7,7,7,6,5,6,3,7,7,3
04039V,04039V,Complete,Passed,2,-148,7,7,7,7,7,7,7,7,7,7,7,7
04041L,04041L,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,6,7,6,7
04042J,04042J,Complete,Passed,2,-133,6,7,7,7,6,4,4,7,4,7,5,5
04045D,04045D,Complete,Passed,2,-200,6,6,6,6,6,6,6,6,6,6,6,6
04047W,04047W,Complete,Passed,2,-148,6,6,3,4,6,4,5,1,5,6,4,5
04048U,04048U,Complete,Passed,2,-184,6,6,7,7,6,6,6,6,7,7,7,6
04049S,04049S,Complete,Passed,2,-183,7,7,7,7,5,6,5,7,6,7,6,7
04051I,04051I,Complete,Passed,2,-202,7,7,7,7,7,5,6,7,6,7,7,6
04053E,04053E,Complete,Passed,2,-185,7,7,7,7,7,7,7,6,7,7,7,7
04054C,04054C,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
04058R,04058R,Complete,Passed,2,-179,4,4,7,7,4,7,2,7,4,7,7,6
04061F,04061F,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
04062D,04062D,Complete,Passed,2,-155,7,7,6,6,7,7,7,6,7,7,4,7
04063B,04063B,Complete,Passed,2,-192,7,7,7,7,7,5,5,7,5,7,7,4
04064W,04064W,Complete,Passed,2,-188,7,7,6,7,7,7,5,5,5,7,6,5
